tau_hat,benefit_$,cost_$
23.449834910295746,29.312293637869683,2.0
23.442862399603037,29.303577999503794,2.0
23.44234780472103,29.30293475590129,2.0
23.441419462286163,29.301774327857704,2.0
23.433036932827964,29.291296166034954,2.0
23.3931667361666,29.241458420208247,2.0
23.386858483555248,29.23357310444406,2.0
23.38460288384232,29.2307536048029,2.0
23.374818750615557,29.218523438269447,2.0
23.36904061621816,29.2113007702727,2.0
23.3519883654086,29.189985456760752,2.0
23.338056156332375,29.172570195415467,2.0
23.32257690621657,29.153221132770714,2.0
23.320016925776383,29.15002115722048,2.0
23.319012157096548,29.148765196370686,2.0
23.31511380843048,29.1438922605381,2.0
23.281941905518945,29.102427381898682,2.0
23.28066228814839,29.100827860185486,2.0
23.27799007741709,29.097487596771362,2.0
23.262020340830343,29.07752542603793,2.0
23.255700039174133,29.069625048967666,2.0
23.2490912722505,29.061364090313123,2.0
23.24029823971129,29.050372799639113,2.0
23.236116576298635,29.04514572037329,2.0
23.22989591712592,29.037369896407398,2.0
23.22473393154777,29.030917414434715,2.0
23.210445672340697,29.01305709042587,2.0
23.206786813951368,29.00848351743921,2.0
23.205166321018563,29.006457901273205,2.0
23.19689254985888,28.996115687323602,2.0
23.17952212153364,28.97440265191705,2.0
23.175459800256327,28.96932475032041,2.0
23.15781178651044,28.94726473313805,2.0
23.15699459207455,28.94624324009319,2.0
23.14338889017004,28.92923611271255,2.0
23.13705178694466,28.921314733680823,2.0
23.13352030908932,28.91690038636165,2.0
23.106740887887785,28.88342610985973,2.0
23.09371674468404,28.867145930855052,2.0
23.08725666500628,28.85907083125785,2.0
23.08725666500628,28.85907083125785,2.0
23.0833111077272,28.854138884659,2.0
23.047830266311667,28.809787832889583,2.0
23.02799261603651,28.78499077004564,2.0
23.020437960406127,28.77554745050766,2.0
23.013993837673677,28.767492297092097,2.0
23.013993837673677,28.767492297092097,2.0
23.007861336111954,28.759826670139944,2.0
23.007861336111954,28.759826670139944,2.0
22.99491158214776,28.743639477684702,2.0
22.99252624768301,28.74065780960376,2.0
22.98725818583593,28.734072732294912,2.0
22.96184725363573,28.702309067044666,2.0
22.953660251147085,28.692075313933856,2.0
22.95343656529236,28.69179570661545,2.0
22.95225429587996,28.69031786984995,2.0
22.94978051397957,28.68722564247446,2.0
22.94715528494317,28.683944106178963,2.0
22.937446257738745,28.67180782217343,2.0
22.915259473752297,28.644074342190372,2.0
22.90595386301658,28.632442328770725,2.0
22.90352821881327,28.62941027351659,2.0
22.897056004179746,28.621320005224682,2.0
22.897056004179746,28.621320005224682,2.0
22.894474290321124,28.618092862901406,2.0
22.86627262635839,28.58284078294799,2.0
22.86231226022084,28.57789032527605,2.0
22.85377217907861,28.567215223848265,2.0
22.850672244605835,28.563340305757293,2.0
22.835453527335115,28.544316909168895,2.0
22.805473065272903,28.50684133159113,2.0
22.795333116388797,28.494166395485998,2.0
22.789948721309173,28.487435901636466,2.0
22.786845068358037,28.483556335447545,2.0
22.78529590559079,28.481619881988486,2.0
22.78030143798882,28.47537679748602,2.0
22.77991327103634,28.474891588795423,2.0
22.77527077174253,28.469088464678162,2.0
22.76974465084382,28.462180813554774,2.0
22.75682765148366,28.446034564354576,2.0
22.748194568650312,28.435243210812892,2.0
22.74666099998291,28.433326249978638,2.0
22.744317405736385,28.43039675717048,2.0
22.73785345702917,28.422316821286465,2.0
22.735796407387483,28.419745509234353,2.0
22.729987152830457,28.412483941038072,2.0
22.72751062570285,28.40938828212856,2.0
22.72735560342868,28.40919450428585,2.0
22.725339745031288,28.40667468128911,2.0
22.72200800060268,28.402510000753352,2.0
22.711772198647665,28.38971524830958,2.0
22.709564184463478,28.386955230579346,2.0
22.67753052376078,28.346913154700975,2.0
22.66463963700849,28.330799546260614,2.0
22.62678744338437,28.283484304230463,2.0
22.62055917058805,28.27569896323506,2.0
22.616744364754403,28.270930455943002,2.0
22.616744364754403,28.270930455943002,2.0
22.60646206147809,28.25807757684761,2.0
22.59282210034475,28.241027625430938,2.0
22.59079691288749,28.238496141109366,2.0
22.5907297214467,28.238412151808376,2.0
22.571127724701096,28.21390965587637,2.0
22.561626925602567,28.20203365700321,2.0
22.52013989043353,28.15017486304191,2.0
22.52013989043353,28.15017486304191,2.0
22.52013989043353,28.15017486304191,2.0
22.52013989043353,28.15017486304191,2.0
22.52013989043353,28.15017486304191,2.0
22.52013989043353,28.15017486304191,2.0
22.48729229022908,28.10911536278635,2.0
22.480537981908533,28.100672477385665,2.0
22.471930229905983,28.089912787382477,2.0
22.471307981442266,28.089134976802832,2.0
22.469593483996704,28.08699185499588,2.0
22.467039238142963,28.083799047678703,2.0
22.464121211601917,28.080151514502397,2.0
22.45763082887201,28.072038536090012,2.0
22.45168560965691,28.064607012071136,2.0
22.44314276744971,28.05392845931214,2.0
22.43837713901352,28.047971423766903,2.0
22.42990449874611,28.03738062343264,2.0
22.426084828263484,28.032606035329355,2.0
22.415897873124617,28.019872341405772,2.0
22.412903853148684,28.016129816435857,2.0
22.407637701032296,28.00954712629037,2.0
22.407637701032296,28.00954712629037,2.0
22.407637701032296,28.00954712629037,2.0
22.407637701032296,28.00954712629037,2.0
22.405199122347188,28.006498902933984,2.0
22.403351936247383,28.00418992030923,2.0
22.40290498960872,28.0036312370109,2.0
22.39465861953466,27.993323274418323,2.0
22.39465861953466,27.993323274418323,2.0
22.39355213560849,27.991940169510613,2.0
22.390251455099925,27.987814318874907,2.0
22.379370921422023,27.97421365177753,2.0
22.37259792943052,27.96574741178815,2.0
22.36086342491611,27.95107928114514,2.0
22.352669048086,27.9408363101075,2.0
22.34005150147844,27.925064376848052,2.0
22.328875715670044,27.911094644587557,2.0
22.325160818351875,27.906451022939844,2.0
22.324891149931133,27.906113937413917,2.0
22.32215980540245,27.902699756753062,2.0
22.31312855481741,27.891410693521763,2.0
22.290829137711885,27.863536422139855,2.0
22.28986791219947,27.862334890249336,2.0
22.28953739581957,27.86192174477446,2.0
22.280528155215222,27.850660194019028,2.0
22.276391627699557,27.845489534624445,2.0
22.26459742362281,27.83074677952851,2.0
22.26320908010121,27.82901135012651,2.0
22.262388572461028,27.827985715576283,2.0
22.261273676888774,27.826592096110968,2.0
22.260421333579075,27.825526666973843,2.0
22.258578690776577,27.82322336347072,2.0
22.24937160248245,27.811714503103065,2.0
22.244268609001853,27.805335761252316,2.0
22.237066057187924,27.796332571484903,2.0
22.23615679066253,27.795195988328164,2.0
22.23615679066253,27.795195988328164,2.0
22.23615679066253,27.795195988328164,2.0
22.23615679066253,27.795195988328164,2.0
22.227127455579485,27.783909319474354,2.0
22.22458534277421,27.78073167846776,2.0
22.220944914489703,27.77618114311213,2.0
22.220944914489703,27.77618114311213,2.0
22.22036905912213,27.775461323902665,2.0
22.21994712419709,27.774933905246364,2.0
22.21977575452652,27.77471969315815,2.0
22.21893922215596,27.773674027694952,2.0
22.21182968576197,27.764787107202462,2.0
22.20621238036201,27.757765475452516,2.0
22.188718373437588,27.735897966796983,2.0
22.176165238435207,27.720206548044008,2.0
22.169276704320307,27.711595880400385,2.0
22.16537803805119,27.706722547563988,2.0
22.157145383512045,27.696431729390056,2.0
22.15053791585727,27.68817239482159,2.0
22.145878083972583,27.682347604965727,2.0
22.13949362499937,27.674367031249215,2.0
22.135544878779157,27.669431098473947,2.0
22.13539899546925,27.66924874433656,2.0
22.13430706464341,27.66788383080426,2.0
22.12707004961776,27.6588375620222,2.0
22.12254030762486,27.653175384531075,2.0
22.12254030762486,27.653175384531075,2.0
22.12254030762486,27.653175384531075,2.0
22.12254030762486,27.653175384531075,2.0
22.12254030762486,27.653175384531075,2.0
22.10629844374044,27.63287305467555,2.0
22.1024505654623,27.628063206827875,2.0
22.077407834777752,27.596759793472188,2.0
22.056651449193875,27.570814311492345,2.0
22.04282108887572,27.553526361094647,2.0
22.03200909910608,27.5400113738826,2.0
22.03167708949005,27.53959636186256,2.0
22.023421628690343,27.52927703586293,2.0
22.020303103510063,27.525378879387578,2.0
21.976409565599663,27.47051195699958,2.0
21.97440186460483,27.468002330756036,2.0
21.97440186460483,27.468002330756036,2.0
21.97440186460483,27.468002330756036,2.0
21.966731213432123,27.458414016790154,2.0
21.96163079475267,27.452038493440835,2.0
21.959783627559784,27.44972953444973,2.0
21.958445556110537,27.44805694513817,2.0
21.956313617190077,27.445392021487596,2.0
21.94352197099785,27.429402463747312,2.0
21.94319431605698,27.428992895071225,2.0
21.933035420470716,27.416294275588395,2.0
21.92482279167846,27.40602848959807,2.0
21.90754203507177,27.384427543839713,2.0
21.892636488218667,27.365795610273334,2.0
21.890297189236517,27.362871486545647,2.0
21.88569488326434,27.357118604080423,2.0
21.88169225742858,27.352115321785725,2.0
21.8531369490477,27.316421186309622,2.0
21.84315225479157,27.30394031848946,2.0
21.8373757015784,27.296719626972997,2.0
21.83473653258694,27.293420665733677,2.0
21.833531911684695,27.29191488960587,2.0
21.8176294916029,27.272036864503626,2.0
21.80774295827893,27.259678697848663,2.0
21.80607472792422,27.257593409905276,2.0
21.79492950599861,27.243661882498262,2.0
21.78978090763992,27.2372261345499,2.0
21.783926556086435,27.229908195108045,2.0
21.76596579925075,27.207457249063438,2.0
21.75996823792769,27.199960297409614,2.0
21.7471150739873,27.183893842484125,2.0
21.74307792055264,27.1788474006908,2.0
21.742563498519093,27.178204373148866,2.0
21.742563498519093,27.178204373148866,2.0
21.736535465012867,27.170669331266083,2.0
21.734308990746413,27.167886238433017,2.0
21.72669361210189,27.15836701512736,2.0
21.718344287508785,27.14793035938598,2.0
21.70240890057007,27.12801112571259,2.0
21.7002906538326,27.12536331729075,2.0
21.697674638528067,27.122093298160085,2.0
21.695664118762103,27.119580148452627,2.0
21.693495892306608,27.116869865383258,2.0
21.687140722670087,27.108925903337607,2.0
21.672842297855578,27.091052872319473,2.0
21.663599942746,27.0794999284325,2.0
21.651600107805645,27.064500134757058,2.0
21.649055445277305,27.06131930659663,2.0
21.64358618398089,27.05448272997611,2.0
21.64285280503058,27.05356600628822,2.0
21.640815606393264,27.05101950799158,2.0
21.634823257422177,27.04352907177772,2.0
21.629596343258942,27.036995429073677,2.0
21.619134535142347,27.023918168927935,2.0
21.61467016204326,27.018337702554078,2.0
21.61377871717396,27.01722339646745,2.0
21.586820005284928,26.983525006606158,2.0
21.580305085668776,26.975381357085972,2.0
21.57265827741912,26.9658228467739,2.0
21.56527787245405,26.956597340567562,2.0
21.56139114531456,26.9517389316432,2.0
21.55649626952657,26.945620336908213,2.0
21.55099992165304,26.938749902066302,2.0
21.550538228567746,26.938172785709682,2.0
21.54898722914323,26.936234036429035,2.0
21.54307231543662,26.928840394295776,2.0
21.540258041796758,26.925322552245948,2.0
21.540258041796758,26.925322552245948,2.0
21.53124041884781,26.91405052355976,2.0
21.527331638954188,26.909164548692736,2.0
21.517929875879958,26.897412344849947,2.0
21.51707863350888,26.8963482918861,2.0
21.50504793778556,26.88130992223195,2.0
21.49059211392841,26.863240142410515,2.0
21.49059211392841,26.863240142410515,2.0
21.47865696831094,26.848321210388676,2.0
21.473092627291525,26.841365784114405,2.0
21.454114665266736,26.81764333158342,2.0
21.43781553297204,26.797269416215048,2.0
21.436348503581424,26.79543562947678,2.0
21.436348503581424,26.79543562947678,2.0
21.436348503581424,26.79543562947678,2.0
21.436348503581424,26.79543562947678,2.0
21.43555845551675,26.79444806939594,2.0
21.430499756124767,26.788124695155958,2.0
21.42750490255516,26.78438112819395,2.0
21.426404774590186,26.78300596823773,2.0
21.42514797650092,26.78143497062615,2.0
21.42212349917113,26.777654373963912,2.0
21.41999575755721,26.774994696946514,2.0
21.412241332832,26.76530166604,2.0
21.411004558072992,26.76375569759124,2.0
21.41000579976073,26.76250724970091,2.0
21.390956536884648,26.73869567110581,2.0
21.389134082618583,26.736417603273228,2.0
21.364715913895413,26.705894892369265,2.0
21.36438326895101,26.70547908618876,2.0
21.36152783215194,26.701909790189923,2.0
21.359969228335245,26.699961535419057,2.0
21.354780097136963,26.693475121421205,2.0
21.348687885983644,26.685859857479556,2.0
21.347528401928194,26.684410502410245,2.0
21.342736412665797,26.678420515832247,2.0
21.33339556820141,26.666744460251763,2.0
21.32284161778353,26.653552022229412,2.0
21.31718929113776,26.6464866139222,2.0
21.30603640258535,26.632545503231686,2.0
21.30546076339346,26.631825954241823,2.0
21.286050162707717,26.607562703384644,2.0
21.279722213366725,26.599652766708406,2.0
21.267503331491312,26.58437916436414,2.0
21.267503331491312,26.58437916436414,2.0
21.266585435935088,26.58323179491886,2.0
21.2663292539521,26.582911567440128,2.0
21.26571277100958,26.582140963761972,2.0
21.26240828481832,26.5780103560229,2.0
21.257544169510705,26.571930211888382,2.0
21.25417180413891,26.567714755173636,2.0
21.2446609126318,26.55582614078975,2.0
21.24385675613184,26.5548209451648,2.0
21.24385675613184,26.5548209451648,2.0
21.241537600881543,26.55192200110193,2.0
21.241537600881543,26.55192200110193,2.0
21.241537600881543,26.55192200110193,2.0
21.234656502297625,26.54332062787203,2.0
21.232715601632684,26.540894502040857,2.0
21.227597781768665,26.53449722721083,2.0
21.2202392390063,26.525299048757876,2.0
21.214042496088243,26.517553120110303,2.0
21.21248112999407,26.51560141249259,2.0
21.2064891599057,26.508111449882126,2.0
21.19854083060383,26.498176038254787,2.0
21.19854083060383,26.498176038254787,2.0
21.19636174769964,26.49545218462455,2.0
21.180655876348723,26.475819845435904,2.0
21.18014733189637,26.475184164870463,2.0
21.18014733189637,26.475184164870463,2.0
21.176045054462783,26.470056318078477,2.0
21.175264376411924,26.469080470514903,2.0
21.174536017910885,26.468170022388605,2.0
21.171612668344224,26.46451583543028,2.0
