N_total,K_opt,target_share,cum_benefit_$,cum_cost_$,cum_net_$,ROI,VALUE_PER_POINT,COST_PER_UNIT,BUDGET_DOLLARS
110770,33231,0.3,306303.2976938067,66462.0,239841.2976938067,3.6086981687852715,1.25,2.0,None
